state,district,season,N,P,K,pH,humidity,rainfall,temperature
Maharashtra,Buldhana,rabi,89.505,55.2401,47.9455,6.5031,62.2449,99.5562,21.7013
Maharashtra,Buldhana,zaid,76.8205,46.7296,37.4883,6.3442,65.5464,111.2111,24.9274
Maharashtra,Chandrapur,kharif,79.3037,50.3566,42.8365,6.6529,65.8144,137.2287,26.7687
Maharashtra,Chandrapur,rabi,92.7773,57.5847,55.5347,6.5846,61.788,102.9282,21.5557
Maharashtra,Chandrapur,zaid,77.7378,46.6994,43.6339,6.4015,74.4863,183.3332,24.7613
Maharashtra,Dhule,kharif,79.2035,50.4984,40.5407,6.6031,65.528,131.1045,26.2283
Maharashtra,Dhule,rabi,89.716,56.4554,48.2083,6.5057,62.7038,98.2696,21.6453
Maharashtra,Dhule,zaid,76.2035,47.5256,39.0355,6.3536,66.7417,106.6022,24.8005
Maharashtra,Gadchiroli,kharif,78.7561,49.381,40.4089,6.5986,66.0568,131.407,26.3465
Maharashtra,Gadchiroli,rabi,90.5734,56.0643,48.8985,6.5088,62.3194,99.0774,21.5943
Maharashtra,Gadchiroli,zaid,78.4394,46.7674,45.194,6.4438,74.6706,185.3908,25.1158
Maharashtra,Gondia,kharif,79.1949,49.7561,41.504,6.6171,65.5344,129.5318,26.6269
Maharashtra,Gondia,rabi,92.0672,57.1724,53.6608,6.5552,61.9363,102.3214,21.5076
Maharashtra,Gondia,zaid,78.1144,46.9259,43.8354,6.4006,73.7422,175.6891,24.9261
Maharashtra,Hingoli,kharif,79.3475,49.7535,41.2989,6.6099,64.3552,124.9237,26.5567
Maharashtra,Hingoli,rabi,89.3572,55.9576,49.053,6.5066,62.2646,99.8399,21.8131
Maharashtra,Hingoli,zaid,75.7462,47.7714,40.8047,6.3458,66.6417,109.0396,25.0567
Maharashtra,Jalgaon,kharif,79.0333,49.9114,41.1532,6.6183,64.1362,121.8167,26.3864
Maharashtra,Jalgaon,rabi,89.2092,55.5335,48.1086,6.4989,62.9726,98.9444,21.7031
Maharashtra,Jalgaon,zaid,77.1955,47.4204,37.195,6.3079,65.9913,107.395,24.9279
Maharashtra,Jalna,kharif,78.9478,49.9505,40.8776,6.6131,63.5627,118.0562,26.5502
Maharashtra,Jalna,rabi,89.7326,55.9606,47.6533,6.5087,62.5851,99.6607,21.544
Maharashtra,Jalna,zaid,75.6626,47.8163,38.8033,6.3231,65.1821,108.8619,25.3958
Maharashtra,Kolhapur,kharif,79.1415,50.3332,40.5909,6.5752,65.6981,129.1738,26.3168
Maharashtra,Kolhapur,rabi,89.6674,55.7653,48.0589,6.5141,62.9132,99.3984,21.4067
Maharashtra,Kolhapur,zaid,78.5254,47.6582,38.2432,6.3658,72.0331,158.7014,24.2337
Maharashtra,Latur,kharif,79.9461,50.1353,40.4343,6.5908,65.9543,130.1932,26.2391
Maharashtra,Latur,rabi,89.4671,55.6586,48.4302,6.4961,62.4972,100.3861,21.6376
Maharashtra,Latur,zaid,77.644,47.7692,39.0903,6.3086,66.1219,109.7946,25.0022
Maharashtra,Mumbai,kharif,78.9783,50.4064,45.8035,6.7439,60.8035,116.089,27.9868
Maharashtra,Mumbai,rabi,93.1348,58.8289,56.5377,6.6076,61.4149,103.5944,21.3702
Maharashtra,Mumbai,zaid,76.9289,46.7541,59.5695,6.4374,66.6631,138.6019,28.1361
Maharashtra,Mumbai Suburban,kharif,79.791,50.4538,45.9828,6.7408,61.511,115.5872,28.3522
Maharashtra,Mumbai Suburban,rabi,92.1286,58.3535,56.6804,6.5668,61.5513,104.6018,21.3852
Maharashtra,Mumbai Suburban,zaid,76.2099,46.2106,57.2247,6.44,67.3993,129.7204,27.5157
Maharashtra,Nagpur,kharif,79.2618,49.5565,40.7824,6.6165,65.5163,133.2418,26.1685
Maharashtra,Nagpur,rabi,93.6331,57.7886,55.4106,6.558,62.4752,102.7019,21.5219
Maharashtra,Nagpur,zaid,79.0166,46.7776,43.3908,6.3805,73.1763,171.17,24.9548
Maharashtra,Nanded,kharif,79.2467,50.1805,41.8431,6.6014,65.9081,131.6588,26.3716
Maharashtra,Nanded,rabi,89.6834,55.8212,49.1488,6.5092,62.8068,98.7706,21.5028
Maharashtra,Nanded,zaid,78.1893,47.5411,38.0794,6.3701,67.5627,122.2032,24.6349
Maharashtra,Nandurbar,kharif,79.5055,50.2936,40.9841,6.6022,65.4289,130.3609,26.5449
Maharashtra,Nandurbar,rabi,90.4269,55.7452,49.5615,6.5211,62.2718,99.1613,21.6905
Maharashtra,Nandurbar,zaid,77.6888,47.639,39.8688,6.3354,66.6162,115.2451,24.784
Maharashtra,Nashik,kharif,79.4642,49.8458,40.4501,6.6027,65.4547,131.7889,26.2934
Maharashtra,Nashik,rabi,89.4709,56.3371,47.7625,6.4996,62.5399,99.6023,21.6244
Maharashtra,Nashik,zaid,77.3085,47.8121,36.7779,6.3181,65.6319,107.9784,24.5957
Maharashtra,Osmanabad,kharif,79.0849,49.9303,40.7675,6.6108,65.9493,130.729,26.3265
Maharashtra,Osmanabad,rabi,89.2862,56.0916,49.3182,6.516,62.0932,100.2961,21.59
Maharashtra,Osmanabad,zaid,76.7123,47.3307,38.2011,6.3241,65.5278,106.7649,24.6827
Maharashtra,Palghar,kharif,79.1494,50.2669,45.776,6.7063,63.2131,122.4506,27.5946
Maharashtra,Palghar,rabi,93.1278,57.7408,54.3868,6.5447,61.5341,102.7215,21.4793
Maharashtra,Palghar,zaid,76.658,45.7605,57.1568,6.4814,70.8662,164.6398,26.897
Maharashtra,Parbhani,kharif,78.9157,49.9173,40.7267,6.603,65.1082,127.8779,26.3393
Maharashtra,Parbhani,rabi,89.4253,55.5595,48.4503,6.5105,62.5849,97.9255,21.6263
Maharashtra,Parbhani,zaid,77.2714,47.0892,37.4777,6.3463,65.9107,109.6298,24.458
Maharashtra,Pune,kharif,79.2168,50.1459,40.7303,6.5884,66.2271,129.8643,26.1534
Maharashtra,Pune,rabi,89.1316,55.8996,47.957,6.493,62.3611,98.2497,21.6786
Maharashtra,Pune,zaid,77.1331,46.6121,36.1498,6.3171,65.5863,105.6629,24.7376
Maharashtra,Raigad,kharif,80.0043,50.017,44.783,6.6662,65.8466,140.2053,27.0732
Maharashtra,Raigad,rabi,92.2422,56.7114,53.9451,6.5883,62.4442,102.4268,21.225
Maharashtra,Raigad,zaid,77.191,47.2121,47.8424,6.4509,75.7665,199.2218,25.2998
Maharashtra,Ratnagiri,kharif,80.2039,49.9966,44.9593,6.6749,65.7179,138.5474,26.9826
Maharashtra,Ratnagiri,rabi,90.5556,56.7508,51.3831,6.5377,61.926,98.578,21.4021
Maharashtra,Ratnagiri,zaid,78.5569,47.2145,48.6023,6.4231,76.38,191.8807,25.6431
Maharashtra,Sangli,kharif,79.4333,49.7704,40.6143,6.5757,66.0577,130.8112,26.2421
Maharashtra,Sangli,rabi,89.5748,56.0055,48.4413,6.4972,62.6447,98.0149,21.706
Maharashtra,Sangli,zaid,77.8815,47.6626,37.4876,6.3433,66.2213,108.0523,24.8057
Maharashtra,Satara,kharif,79.2672,50.0036,40.8534,6.5874,65.9554,132.1548,26.3241
Maharashtra,Satara,rabi,88.9977,55.9852,48.1585,6.5048,62.4224,99.3083,21.6605
Maharashtra,Satara,zaid,76.9149,47.1363,36.0073,6.3086,65.5334,107.0127,24.714
Maharashtra,Sindhudurg,kharif,80.1134,50.2208,44.9861,6.6732,65.7311,141.5732,27.2072
Maharashtra,Sindhudurg,rabi,91.2542,55.955,49.6307,6.5172,62.2422,100.549,21.5589
Maharashtra,Sindhudurg,zaid,78.9112,47.204,48.1062,6.4545,75.9883,198.369,25.2644
Maharashtra,Solapur,kharif,79.8875,50.3372,40.65,6.5883,65.4675,129.413,26.3698
Maharashtra,Solapur,rabi,89.3799,56.4275,47.5975,6.5059,62.2268,99.9889,21.6826
Maharashtra,Solapur,zaid,77.1421,48.2082,36.4157,6.3178,65.2161,107.1113,24.5785
Maharashtra,Thane,kharif,80.2642,50.6978,45.048,6.6777,66.4322,141.6191,27.059
Maharashtra,Thane,rabi,90.615,56.8019,51.0687,6.5479,62.045,102.4228,21.695
Maharashtra,Thane,zaid,77.9167,46.5264,47.4644,6.4761,75.9043,198.1006,25.0564
Maharashtra,Wardha,kharif,79.183,50.1795,43.2937,6.6539,64.2296,124.1347,27.0433
Maharashtra,Wardha,rabi,91.9847,56.8225,54.5803,6.5619,62.4891,103.0782,21.4648
Maharashtra,Wardha,zaid,78.6947,47.2732,50.292,6.4201,67.0335,125.4925,26.6391
Maharashtra,Washim,kharif,79.1524,49.9402,40.7278,6.6263,64.3053,122.9099,26.6326
Maharashtra,Washim,rabi,92.2321,58.432,55.8756,6.5708,61.8762,101.123,21.4966
Maharashtra,Washim,zaid,74.6118,47.5838,52.3188,6.3764,66.3861,125.5433,26.7673
Maharashtra,Yavatmal,kharif,79.6042,50.0066,41.3128,6.613,64.7396,125.0866,26.4977
Maharashtra,Yavatmal,rabi,91.3257,58.134,53.662,6.5317,62.223,102.5037,21.3682
Maharashtra,Yavatmal,zaid,75.6915,45.6846,51.1883,6.4211,66.5303,124.1914,26.8051
Manipur,Bishnupur,kharif,74.2691,55.5334,36.9923,6.3186,73.2826,142.5341,25.9411
Manipur,Bishnupur,rabi,87.9045,54.1529,50.7731,6.3839,63.9793,104.5281,21.0072
Manipur,Chandel,kharif,74.7991,55.6699,35.3624,6.3111,72.3909,135.7296,25.5456
Manipur,Chandel,rabi,87.1776,54.7537,50.8341,6.3606,64.4751,103.8618,20.5984
Manipur,Chandel,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Manipur,Churachandpur,kharif,74.7711,55.3381,35.3445,6.3005,72.5592,135.5824,25.4774
Manipur,Churachandpur,rabi,87.8764,54.8176,50.281,6.3698,64.4029,103.6525,20.7191
Manipur,Churachandpur,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Manipur,Imphal East,kharif,74.1197,56.4361,37.3433,6.3208,73.6331,142.0126,25.9606
Manipur,Imphal East,rabi,86.7489,54.2343,50.3373,6.3807,65.0332,105.0939,20.8035
Manipur,Imphal East,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Manipur,Imphal West,kharif,73.5816,55.2593,36.8967,6.3155,73.1626,143.0863,25.8036
Manipur,Imphal West,rabi,86.3448,54.3034,50.9042,6.3832,63.0759,101.8774,20.5881
Manipur,Imphal West,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Manipur,Senapati,kharif,74.7122,55.2269,35.1628,6.3127,72.5581,135.519,25.564
Manipur,Senapati,rabi,87.2318,54.8318,50.1283,6.3673,64.3907,103.9639,20.7397
Manipur,Senapati,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Manipur,Tamenglong,kharif,74.4071,55.7763,36.9449,6.3168,72.8934,141.2676,25.8948
Manipur,Tamenglong,rabi,88.7767,54.5765,51.442,6.3599,64.2804,100.7393,20.7287
Manipur,Tamenglong,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Manipur,Thoubal,kharif,72.3562,54.5975,36.2919,6.3305,72.7413,144.4677,25.7873
Manipur,Thoubal,rabi,86.9812,53.3306,51.2033,6.3922,63.4149,103.5418,20.5248
Manipur,Ukhrul,kharif,74.7084,55.6491,35.499,6.3226,72.7917,136.2961,25.4708
Manipur,Ukhrul,rabi,87.6021,54.5513,50.6687,6.3658,64.6341,104.1879,20.8889
Manipur,Ukhrul,zaid,100.23,82.01,50.05,5.9839,80.3581,104.627,27.3768
Meghalaya,East Garo Hills,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,East Garo Hills,rabi,87.4691,53.0735,57.4436,6.3828,74.8377,178.5882,22.4597
Meghalaya,East Garo Hills,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Meghalaya,East Jaintia Hills,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,East Jaintia Hills,rabi,87.9326,53.5944,55.4353,6.3851,75.3663,180.0623,22.4735
Meghalaya,East Jaintia Hills,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Meghalaya,East Khasi Hills,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,East Khasi Hills,rabi,87.3735,52.9489,56.3626,6.3886,74.9953,179.7583,22.2956
Meghalaya,East Khasi Hills,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Meghalaya,North Garo Hills,kharif,86.2635,59.9315,36.405,6.2078,75.5895,137.1422,24.5249
Meghalaya,North Garo Hills,rabi,90.8101,54.3142,62.7777,6.3699,72.4365,159.6301,21.9805
Meghalaya,Ri Bhoi,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,Ri Bhoi,rabi,87.311,52.7754,56.1545,6.3964,74.892,179.725,22.5477
Meghalaya,Ri Bhoi,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Meghalaya,South Garo Hills,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,South Garo Hills,rabi,87.5158,53.3974,56.3925,6.3952,75.0267,180.7123,22.5123
Meghalaya,South Garo Hills,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Meghalaya,South West Garo Hills,kharif,86.2635,59.9315,36.405,6.2078,75.5895,137.1422,24.5249
Meghalaya,South West Garo Hills,rabi,91.0799,55.7987,62.3283,6.3617,72.6059,161.3619,21.8061
Meghalaya,South West Khasi Hills,kharif,86.2635,59.9315,36.405,6.2078,75.5895,137.1422,24.5249
Meghalaya,South West Khasi Hills,rabi,90.5333,54.6556,61.8529,6.3745,72.6709,160.4661,22.0159
Meghalaya,West Garo Hills,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,West Garo Hills,rabi,86.7875,52.4776,56.857,6.3765,75.1435,179.6891,22.4538
Meghalaya,West Garo Hills,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Meghalaya,West Jaintia Hills,kharif,86.2635,59.9315,36.405,6.2078,75.5895,137.1422,24.5249
Meghalaya,West Jaintia Hills,rabi,90.7632,55.2507,62.4052,6.3676,72.5411,160.6768,21.7973
Meghalaya,West Khasi Hills,kharif,85.534,58.6667,36.1676,6.2252,75.7749,142.9697,24.3988
Meghalaya,West Khasi Hills,rabi,87.581,52.8438,56.1182,6.3851,75.1687,179.4763,22.4918
Meghalaya,West Khasi Hills,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Mizoram,Aizawl,kharif,78.0146,47.3893,31.6047,6.3449,75.5609,174.0229,23.23
Mizoram,Aizawl,rabi,86.8413,51.6124,41.3036,6.3126,64.269,107.2397,20.0321
Mizoram,Champhai,kharif,79.038,47.924,31.838,6.3534,75.4006,175.6155,23.1693
Mizoram,Champhai,rabi,89.6293,52.8835,46.1309,6.3357,62.4077,104.55,19.129
Mizoram,Kolasib,kharif,79.0152,47.9332,31.6229,6.3514,75.2165,173.9932,23.1554
Mizoram,Kolasib,rabi,85.9254,52.0328,39.4026,6.3253,65.067,112.0524,20.4898
Mizoram,Lawngtlai,kharif,79.0786,47.9076,32.2205,6.3568,75.7278,178.4995,23.194
Mizoram,Lawngtlai,rabi,88.2687,52.0023,45.75,6.3627,66.863,133.1085,20.167
Mizoram,Lunglei,kharif,78.0146,47.3893,31.6047,6.3449,75.5609,174.0229,23.23
Mizoram,Lunglei,rabi,86.137,51.0971,40.506,6.3468,66.9573,125.309,20.7576
Mizoram,Mamit,kharif,79.067,47.9123,32.1118,6.3558,75.6349,177.6802,23.187
Mizoram,Mamit,rabi,88.0409,52.5524,43.0985,6.3421,64.3127,107.3688,19.7587
Mizoram,Saiha,kharif,79.067,47.9123,32.1118,6.3558,75.6349,177.6802,23.187
Mizoram,Saiha,rabi,91.1934,53.9289,48.9008,6.3501,62.6873,104.4832,18.9809
Mizoram,Serchhip,kharif,79.0786,47.9076,32.2205,6.3568,75.7278,178.4995,23.194
Mizoram,Serchhip,rabi,90.5973,54.9891,51.3117,6.3574,62.3146,107.3841,18.6676
Nagaland,Dimapur,kharif,69.3992,49.5368,31.5993,6.4224,72.6095,155.0269,23.8107
Nagaland,Dimapur,rabi,88.6318,53.4689,45.2402,6.2553,71.5606,147.5113,21.6938
Nagaland,Kiphire,kharif,65.4895,49.9459,32.5158,6.4222,71.7356,154.6942,24.2626
Nagaland,Kiphire,rabi,97.522,57.5829,53.7515,6.1412,65.6959,103.4885,20.4219
Nagaland,Kohima,kharif,70.0989,49.4681,31.5222,6.3993,72.7818,155.964,23.9169
Nagaland,Kohima,rabi,109.3865,64.5383,77.3556,6.1512,68.6331,122.9414,19.4263
Nagaland,Longleng,kharif,65.2667,49.509,32.2835,6.4551,71.8324,153.4516,24.3104
Nagaland,Longleng,rabi,110.2107,65.363,80.4616,6.0902,66.9444,119.0309,19.3235
Nagaland,Mokokchung,kharif,70.0813,49.0029,31.7295,6.398,72.1752,156.4779,23.7194
Nagaland,Mokokchung,rabi,96.1786,58.5152,52.9179,6.1681,66.9481,102.3906,20.521
Nagaland,Mon,kharif,70.2776,48.944,31.2725,6.4078,72.3951,156.9458,23.708
Nagaland,Mon,rabi,92.7374,55.67,49.2512,6.2348,70.7253,139.6219,21.6333
Nagaland,Peren,kharif,65.3193,50.6018,32.6139,6.436,72.1149,153.6276,24.3132
Nagaland,Peren,rabi,100.0527,60.4172,64.152,6.1957,73.0652,163.0938,20.6978
Nagaland,Phek,kharif,70.1291,48.9743,31.7822,6.4078,72.6356,155.7095,23.6253
Nagaland,Phek,rabi,97.2138,59.2172,53.9472,6.1618,66.4445,103.4798,20.6346
Nagaland,Tuensang,kharif,70.2725,49.5422,31.4864,6.4025,72.7896,155.6786,23.7324
Nagaland,Tuensang,rabi,112.2194,68.4763,79.7723,6.1027,68.1414,119.6371,19.9361
Nagaland,Wokha,kharif,70.1592,49.169,31.5115,6.4166,72.4618,155.3819,23.5976
Nagaland,Wokha,rabi,92.0989,56.5258,49.8967,6.2206,70.1019,135.1359,21.365
Nagaland,Zunheboto,kharif,70.1774,49.1993,31.4676,6.4165,72.662,157.3096,23.8202
Nagaland,Zunheboto,rabi,103.4798,61.9815,63.7141,6.1226,67.353,108.0271,20.367
Odisha,Anugul,kharif,87.2902,50.7162,45.0345,6.5155,72.928,163.4144,25.4459
Odisha,Anugul,rabi,93.8533,57.5078,53.6097,6.3727,70.3771,137.4737,21.8387
Odisha,Anugul,zaid,78.486,47.2863,39.5573,6.3676,71.3535,151.5664,24.5012
Odisha,Balangir,kharif,86.8534,50.789,44.9232,6.5111,73.029,163.9789,25.5624
Odisha,Balangir,rabi,94.7388,57.9172,56.4234,6.3701,71.2943,141.077,22.2476
Odisha,Balangir,zaid,78.3026,47.5056,41.1065,6.381,72.4682,164.3379,24.5613
Odisha,Baleshwar,kharif,90.23,52.1207,52.4056,6.597,74.0862,177.968,26.7866
Odisha,Baleshwar,rabi,96.1731,58.6585,60.3001,6.3917,70.9003,146.462,21.8661
Odisha,Baleshwar,zaid,78.5396,46.6642,43.205,6.3832,73.5381,171.6294,24.7568
Odisha,Bargarh,kharif,86.8055,51.3378,44.8068,6.506,73.233,163.9652,25.6288
Odisha,Bargarh,rabi,95.5149,58.6695,59.5754,6.3942,70.922,144.7683,21.7635
Odisha,Bargarh,zaid,78.0675,47.6943,40.904,6.3843,72.5223,160.4637,24.4219
Odisha,Bhadrak,kharif,92.0958,53.0326,56.9971,6.6488,73.736,175.0808,27.3626
Odisha,Bhadrak,rabi,97.1183,59.1604,62.3648,6.4194,71.954,151.0527,21.8411
Odisha,Bhadrak,zaid,77.592,47.3922,42.6953,6.4061,73.3332,168.2648,24.8732
Odisha,Boudh,kharif,86.0064,51.0178,45.2933,6.5176,73.1383,162.3284,25.571
Odisha,Boudh,rabi,97.0328,58.8336,62.0045,6.3973,71.4785,150.1767,21.879
Odisha,Boudh,zaid,77.1322,47.1737,42.8428,6.3918,72.943,168.4022,24.8911
Odisha,Cuttack,kharif,88.1069,51.3149,47.3692,6.5298,73.6233,171.6598,25.7656
Odisha,Cuttack,rabi,94.1448,58.1678,56.6449,6.3817,71.2599,140.6445,22.0276
Odisha,Cuttack,zaid,78.1799,47.0408,42.2591,6.3943,73.0924,167.9533,24.4629
Odisha,Deogarh,kharif,86.1356,51.282,44.7826,6.5046,73.3238,161.2991,25.6671
Odisha,Deogarh,rabi,93.7543,57.4886,56.2685,6.3883,70.8866,141.001,21.8715
Odisha,Deogarh,zaid,77.793,47.3965,40.3736,6.3458,70.5988,143.3492,24.6878
Odisha,Dhenkanal,kharif,86.6398,51.157,45.1511,6.5028,73.1309,164.4222,25.4616
Odisha,Dhenkanal,rabi,93.9172,57.6679,56.5316,6.3748,70.7487,140.2367,21.8931
Odisha,Dhenkanal,zaid,78.5685,46.7614,41.0851,6.3756,72.1841,156.7605,24.6617
Odisha,Gajapati,kharif,87.2175,51.2443,45.3241,6.5262,72.5557,157.7623,25.6793
Odisha,Gajapati,rabi,96.0653,58.7342,60.2144,6.3968,71.5162,147.7855,21.7116
Odisha,Gajapati,zaid,78.3223,47.4526,43.9928,6.3924,71.7466,163.1199,25.2125
Odisha,Ganjam,kharif,86.8332,51.2422,45.2905,6.5136,72.8468,161.2837,25.6843
Odisha,Ganjam,rabi,94.4959,58.7466,57.9193,6.3833,70.5764,142.5804,21.867
Odisha,Ganjam,zaid,78.2835,47.1184,39.9621,6.3793,71.6166,150.4087,24.5576
Odisha,Jagatsinghapur,kharif,90.0531,51.4624,53.2451,6.5658,75.1132,189.3178,26.5607
Odisha,Jagatsinghapur,rabi,97.3611,58.8872,63.3371,6.3994,72.1746,151.4537,21.7219
Odisha,Jagatsinghapur,zaid,78.7054,47.7736,47.2877,6.4362,74.7916,186.1239,25.3422
Odisha,Jajapur,kharif,88.0208,51.0752,46.0413,6.5179,73.2991,165.1414,25.7096
Odisha,Jajapur,rabi,96.7618,59.2407,62.2888,6.3912,71.727,151.0407,21.825
Odisha,Jajapur,zaid,77.6146,46.9342,45.9396,6.4063,74.9186,182.5065,25.0238
Odisha,Jharsuguda,kharif,86.4656,51.1025,45.0165,6.5035,72.7011,163.5821,25.6538
Odisha,Jharsuguda,rabi,96.0064,58.5576,60.2521,6.387,70.8847,146.9018,21.7684
Odisha,Jharsuguda,zaid,77.8461,47.2545,46.0324,6.4132,72.8044,167.1207,25.1097
Odisha,Kalahandi,kharif,86.0289,51.0878,44.6148,6.5147,73.1599,163.3526,25.6173
Odisha,Kalahandi,rabi,95.24,58.4666,59.6485,6.3941,71.4143,144.136,21.7695
Odisha,Kalahandi,zaid,77.8977,47.7515,42.1793,6.3881,72.8138,165.4691,24.6108
Odisha,Kandhamal,kharif,86.9244,50.9498,45.1833,6.5165,73.2712,162.9724,25.6249
Odisha,Kandhamal,rabi,95.667,58.3775,57.3844,6.3859,70.7594,143.6058,21.8564
Odisha,Kandhamal,zaid,79.5567,47.633,42.0116,6.3846,72.441,156.3352,24.6968
Odisha,Kendrapara,kharif,90.2868,52.194,52.4847,6.6189,75.3699,190.1573,26.7225
Odisha,Kendrapara,rabi,98.1092,59.3545,62.7261,6.407,72.0659,151.1442,21.6862
Odisha,Kendrapara,zaid,77.7524,46.5455,50.5439,6.4544,76.5389,198.1559,25.652
Odisha,Kendujhar,kharif,87.0556,51.2524,45.3015,6.4827,73.2369,164.304,25.5412
Odisha,Kendujhar,rabi,94.7882,58.0223,58.7541,6.3841,70.4017,142.6354,21.7696
Odisha,Kendujhar,zaid,77.2355,47.2349,40.2112,6.3905,73.1107,166.2381,24.6384
Odisha,Khordha,kharif,87.4593,51.6972,46.3517,6.531,71.4137,151.645,25.789
Odisha,Khordha,rabi,97.9591,59.11,62.8398,6.4001,71.6546,151.7215,21.7313
Odisha,Khordha,zaid,77.9061,47.4533,41.7929,6.4058,73.1561,170.2529,24.8766
Odisha,Koraput,kharif,86.1162,51.0541,45.0403,6.5133,73.2367,163.806,25.5588
Odisha,Koraput,rabi,94.5689,57.8436,57.0565,6.385,70.6112,141.991,21.9253
Odisha,Koraput,zaid,77.8197,47.2097,39.2728,6.3597,72.6904,158.6115,24.4559
Odisha,Malkangiri,kharif,86.9385,50.6956,44.5997,6.5048,73.1922,163.8138,25.6613
Odisha,Malkangiri,rabi,93.7345,56.9147,53.8257,6.3615,70.4847,136.8991,21.9403
Odisha,Malkangiri,zaid,78.2282,47.8986,40.4953,6.3776,71.4136,150.6599,24.9775
Odisha,Mayurbhanj,kharif,86.8303,50.9958,45.2266,6.518,72.8876,162.8531,25.5383
Odisha,Mayurbhanj,rabi,94.1407,56.9902,54.1953,6.3824,70.4368,137.435,22.0911
Odisha,Mayurbhanj,zaid,78.4345,46.9159,38.2204,6.363,72.4467,157.3735,24.3477
Odisha,Nabarangpur,kharif,86.9464,51.3147,45.0423,6.5169,73.3854,164.2309,25.6625
Odisha,Nabarangpur,rabi,95.6643,58.8017,58.9622,6.3865,71.5268,145.6558,22.017
Odisha,Nabarangpur,zaid,77.9134,47.5175,39.6182,6.3566,71.8543,155.4059,24.5746
Odisha,Nayagarh,kharif,87.2454,51.094,45.2401,6.5223,72.637,160.5393,25.5857
Odisha,Nayagarh,rabi,95.8766,58.2677,60.1383,6.3933,71.3992,146.1836,21.9028
Odisha,Nayagarh,zaid,76.8739,47.5289,41.1526,6.3751,69.3105,134.9352,24.9099
Odisha,Nuapada,kharif,86.3347,50.8965,44.793,6.5079,72.9594,165.1818,25.5683
Odisha,Nuapada,rabi,96.4708,59.6339,61.8246,6.3959,71.3146,149.1965,21.8208
Odisha,Nuapada,zaid,77.9588,47.2581,43.4707,6.4006,73.7043,173.5085,24.8071
Odisha,Puri,kharif,91.0593,52.0537,54.783,6.6044,74.9644,185.4302,26.7909
Odisha,Puri,rabi,97.1385,59.4686,63.7592,6.4204,71.9954,151.7285,21.9221
Odisha,Puri,zaid,78.3006,46.6625,47.0695,6.4451,75.4091,188.6869,25.1981
Odisha,Rayagada,kharif,86.8012,51.1251,44.585,6.5177,73.0809,164.2585,25.671
Odisha,Rayagada,rabi,92.6902,57.4186,53.4144,6.3752,70.1483,137.0644,22.0471
Odisha,Rayagada,zaid,77.8048,47.4831,39.5889,6.3697,72.0569,159.0861,24.3707
Odisha,Sambalpur,kharif,87.298,50.6527,45.3704,6.5232,73.2095,167.2114,25.6102
Odisha,Sambalpur,rabi,94.3606,58.281,57.5845,6.3729,70.9877,143.7517,21.8879
Odisha,Sambalpur,zaid,78.1209,46.7312,45.9501,6.41,74.3294,181.2882,25.1729
Odisha,Sonepur,kharif,87.7546,51.0594,47.2428,6.5329,73.6985,170.21,25.7182
Odisha,Sonepur,rabi,96.6011,58.5452,59.7007,6.3865,71.3901,146.9327,21.805
Odisha,Sonepur,zaid,78.2084,46.7506,46.3159,6.4215,75.1335,184.9575,25.1745
Odisha,Sundargarh,kharif,86.613,50.8099,44.8782,6.5077,72.7962,163.4043,25.4124
Odisha,Sundargarh,rabi,95.1903,57.9656,57.0395,6.3877,70.7189,142.6987,21.9048
Odisha,Sundargarh,zaid,78.0948,47.144,41.0577,6.3734,72.689,161.1996,24.709
Puducherry,Karaikal,kharif,78.8576,52.7271,51.0196,6.308,81.6189,166.1194,26.8683
Puducherry,Karaikal,rabi,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Puducherry,Karaikal,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Puducherry,Mahe,kharif,80.0131,54.2821,54.9831,6.3014,81.2967,148.2931,27.7059
Puducherry,Mahe,rabi,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
